X,Y,Env,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
560954.8847,4964654.182,0,0,1,1,1,0,2,2,0,0,1,0,1,2,1,0,2,1,2,1,2,0,1,1,1,1,1,2,0,0,0,0,1,1,1,0,1,1,0,2,1,0,1,1,1,2,2,1,0,2,2,0,2,2,1,1,0,0,1,1,0,0,1,0,1,1,2,2,0,2,2,1,1,0,2,2,0,1,1,1,0,2,2,2,2,0,0,0,1,0,0,2,2,1,1,1,2,2,2,1,2
551145.2945,4908594.832,0,0,1,2,0,0,2,1,1,0,2,1,2,2,2,2,2,0,0,1,2,2,0,2,1,2,2,0,1,1,2,2,0,1,1,0,2,0,1,2,2,1,0,2,1,2,2,1,2,1,1,1,1,1,0,2,1,1,1,0,2,1,0,0,1,1,0,2,1,1,1,1,0,0,0,2,1,2,1,0,2,2,0,0,0,1,2,1,0,1,1,1,2,1,0,1,0,2,2,1,1
532086.0957,4927628.182,0,0,2,2,0,1,1,2,1,1,1,0,1,2,1,2,0,1,0,2,2,0,2,0,0,2,1,0,1,2,2,1,0,2,2,0,1,1,0,2,2,2,1,1,1,0,0,0,1,0,2,2,1,1,2,2,1,0,0,0,0,2,0,1,2,1,0,2,0,2,1,1,1,0,1,1,0,1,1,1,2,1,0,2,2,1,1,0,1,1,1,2,1,1,1,1,1,1,2,2,2
534664.5915,4947148.888,5,1,2,0,2,1,1,1,0,1,0,0,1,2,0,1,0,0,2,1,2,2,2,0,1,2,2,0,1,1,1,1,2,1,0,1,2,0,2,0,2,1,2,0,2,0,1,0,0,2,2,2,0,2,2,1,0,0,2,2,1,0,2,1,1,2,2,0,1,0,1,1,2,1,2,1,0,2,0,1,2,2,1,1,1,2,2,2,1,1,0,2,2,1,2,0,1,0,2,2,2
539125.6572,4945392.085,0,2,1,2,2,0,2,1,0,2,1,1,0,2,1,2,2,1,1,2,1,2,1,0,2,0,1,0,0,1,1,0,0,2,1,1,1,1,0,2,1,1,0,2,2,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,2,2,0,1,0,2,2,0,0,1,1,1,0,1,2,1,2,0,0,1,2,1,0,1,1,2,1,1,2,1,2,1,1,2,0,1,1,2,1,1
480531.7852,4987311.874,5,2,1,1,1,2,1,0,1,2,0,1,0,0,1,1,1,1,0,2,0,1,0,0,0,0,1,0,1,0,1,2,0,0,1,2,1,2,2,1,0,2,2,1,0,1,2,1,1,0,0,1,1,2,1,2,0,2,0,2,1,1,1,2,1,0,1,2,2,2,0,1,1,2,2,2,2,1,1,2,0,1,1,0,1,2,0,0,2,0,1,2,1,0,0,0,1,1,1,1,2
494079.1196,4992695.007,5,2,1,2,1,0,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,0,2,2,1,1,1,2,0,1,0,0,0,2,2,1,2,0,2,1,1,0,2,1,1,0,2,1,0,0,0,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,0,1,2,1,1,1,0,2,2,2,1,2,1,2,2,1,0,2,0,0,2,0,2,2,1,0,1,0,0,2,0,2,0
548575.1781,4927977.509,0,1,2,2,0,2,1,2,1,0,1,0,0,2,2,1,0,0,0,1,1,0,0,0,0,1,2,0,0,2,2,1,1,1,1,0,2,0,1,2,2,1,2,2,2,0,0,0,1,0,2,1,2,2,0,1,1,0,1,1,1,1,2,0,1,0,2,2,0,1,1,1,2,0,2,2,0,0,0,1,2,1,1,0,2,2,1,1,0,0,1,0,2,1,1,1,0,1,2,2,0
483753.0916,4941388.199,5,0,2,1,2,1,1,0,1,0,2,0,1,1,1,1,1,1,2,2,2,0,0,2,1,0,1,1,0,2,2,2,2,1,0,2,0,0,1,1,2,1,1,1,1,1,1,1,0,0,0,2,1,2,1,2,1,2,1,1,1,2,1,2,0,0,2,1,2,2,0,0,2,1,0,2,1,2,1,0,1,2,0,0,2,1,1,2,1,0,2,0,2,0,1,1,0,1,1,0,1
557817.2709,4988537.064,0,2,2,2,0,1,1,2,2,2,2,1,0,2,0,1,1,1,1,1,2,1,2,0,2,1,0,1,0,0,1,1,0,1,0,2,1,1,0,2,0,2,1,0,1,0,2,0,2,0,2,0,1,2,0,0,1,2,2,2,0,0,1,0,2,0,1,1,1,1,2,1,1,0,2,1,0,0,1,2,0,2,2,2,2,1,0,0,0,1,0,1,1,1,1,1,2,1,2,2,1
546001.5365,4957319.607,5,1,1,2,2,0,0,0,2,1,1,0,0,1,0,1,0,1,1,2,1,1,1,1,1,1,2,0,1,0,2,1,1,1,2,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,2,0,2,2,1,2,0,0,1,1,1,1,1,2,1,1,0,1,1,0,1,0,1,1,2,1,2,2,0,0,2,0,1,0,2,1,2,0,2,1,2,1,1,1
488687.0475,4987217.745,5,1,0,2,1,2,1,0,0,2,2,1,1,0,2,2,0,0,1,1,2,0,2,1,0,0,1,1,2,2,2,1,0,2,0,1,0,1,2,0,1,0,1,1,0,1,2,0,1,0,0,0,2,1,1,2,1,0,1,0,1,2,1,1,1,1,0,1,0,2,1,0,0,1,2,1,1,2,1,1,2,1,1,0,0,2,0,1,0,0,1,0,1,1,1,0,1,0,2,2,2
483907.997,4954644.316,0,1,2,2,1,1,1,2,2,2,1,2,0,0,0,2,2,0,2,2,1,2,1,2,2,2,0,2,2,1,0,1,1,2,1,1,2,0,0,1,2,2,2,2,0,0,1,1,2,1,1,1,1,1,2,2,1,2,2,0,1,2,0,2,2,1,2,1,1,0,1,1,2,2,0,2,2,0,1,1,0,1,2,2,1,1,1,2,0,2,1,2,2,0,0,0,2,2,1,2,0
482017.4016,4916021.106,5,0,2,1,1,0,2,2,0,1,0,1,2,1,2,2,2,0,1,1,1,2,2,2,1,2,2,0,1,0,2,2,2,2,2,2,2,1,2,2,1,0,2,0,2,1,1,1,1,0,0,0,2,0,0,2,1,0,0,1,2,1,0,1,0,1,2,2,1,1,1,1,0,1,0,2,0,0,0,1,1,2,1,0,0,1,0,1,0,0,1,0,1,2,2,1,1,2,1,1,1
533565.1576,4968451.241,5,2,2,2,1,2,1,1,2,2,1,1,0,0,1,0,2,2,2,2,2,1,2,1,0,1,2,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,0,0,1,0,1,1,1,2,0,1,2,0,2,0,1,1,0,1,1,2,0,0,2,0,0,1,1,0,2,0,2,0,1,0,1,1,1,2,2,0,2,1,2,2,2,0,2,0,1,2,1,1,1,2,2,1
531408.0247,4991733.617,5,2,0,1,2,1,1,1,2,2,0,1,1,2,0,1,1,0,0,2,1,2,2,1,2,0,1,2,2,0,1,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,2,0,1,2,2,1,1,1,0,2,2,2,1,0,1,0,2,0,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,1,2,2,0,1,0,1,2,2,1,1,0,1,1,0,0
490789.9956,4906775.726,5,0,2,2,2,1,2,2,1,2,0,0,0,0,2,2,2,1,1,1,2,2,2,1,0,1,1,0,1,0,1,2,2,1,1,1,1,0,2,1,1,2,2,1,2,1,1,1,0,0,1,2,1,0,1,1,1,1,0,1,1,1,0,0,1,0,2,2,2,0,2,1,2,1,2,2,0,1,1,1,1,1,1,1,0,1,0,1,2,1,1,0,1,0,2,1,1,1,1,2,1
554545.6075,4962896.968,0,2,2,2,0,0,2,1,1,2,2,2,0,2,0,1,1,1,2,1,2,1,2,0,0,1,2,1,0,2,1,1,1,0,1,1,1,1,2,2,1,0,2,2,0,1,1,2,1,1,1,1,1,1,0,0,2,1,1,1,0,2,0,1,2,0,1,2,0,2,0,2,1,0,2,0,0,0,0,2,0,2,2,1,2,0,1,0,1,2,0,2,1,1,0,1,1,1,2,1,2
521717.3786,4981739.142,5,2,1,0,1,2,0,1,1,2,1,1,0,2,1,1,2,1,1,1,1,1,2,2,2,1,0,0,1,1,1,1,1,1,1,1,0,1,1,2,1,0,0,2,0,0,1,1,2,0,0,0,1,0,1,2,1,1,1,1,2,0,1,1,2,1,1,0,1,0,1,2,1,1,2,1,0,1,2,1,2,2,1,1,0,0,0,0,0,2,2,2,1,0,2,0,0,0,2,2,1
508819.4019,4969208.745,5,2,0,1,0,0,0,2,1,1,1,0,1,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1,2,1,2,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,1,1,1,1,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,2,2,0,1,1,1,1,0,2,1,0,0,0,2,0,1,0,0,2,0,1,2,2,0,2,2,0
569215.6403,4957327.661,5,2,0,2,0,0,1,2,1,1,0,1,2,0,0,1,1,1,1,2,1,1,1,2,0,1,1,0,1,2,2,2,1,2,2,0,0,2,1,1,2,1,0,0,0,0,1,0,1,1,2,1,2,1,1,0,2,0,2,2,1,1,2,1,1,0,1,0,1,0,2,1,1,0,2,2,0,0,2,0,0,1,0,2,1,1,0,1,1,0,0,2,1,1,0,1,2,2,2,2,2
512830.1466,4923275.996,0,0,1,1,0,1,2,2,2,1,0,2,1,0,1,1,1,1,2,0,1,0,1,2,2,1,2,1,2,2,2,0,1,2,0,2,0,1,0,0,1,2,0,0,2,0,2,1,1,0,1,0,1,0,1,1,2,0,2,0,1,1,1,0,1,1,1,1,1,1,2,2,2,0,1,1,2,2,2,1,1,2,0,0,1,0,2,2,2,0,2,1,1,0,0,2,1,2,2,1,2
563363.7465,4983054.599,0,1,1,2,1,0,0,2,1,0,1,0,0,2,1,0,1,0,2,1,2,0,1,0,2,1,0,0,0,0,1,2,0,2,0,0,0,0,2,1,0,2,2,1,2,1,2,2,0,1,2,0,2,2,1,1,2,2,2,1,1,0,2,1,1,2,1,2,0,2,2,2,2,1,2,0,0,0,1,2,0,2,1,2,0,0,1,0,1,0,0,1,1,1,1,1,1,2,2,1,0
486000.8611,4913174.93,5,0,1,1,1,1,0,1,1,0,1,0,1,1,2,1,1,0,1,1,2,1,2,2,1,0,1,1,2,1,1,0,1,2,2,1,2,1,2,2,1,0,2,1,2,0,0,0,0,0,1,0,2,0,1,2,2,1,0,1,1,0,0,1,1,2,1,2,1,0,1,2,2,1,2,2,0,1,1,2,1,2,1,0,0,1,1,2,1,2,2,0,1,1,1,0,1,0,2,1,0
482571.3593,4924282.906,5,0,0,1,1,2,0,2,0,2,1,0,0,1,1,0,2,0,2,0,2,2,1,0,1,0,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,0,1,1,0,0,1,1,0,1,1,1,1,2,1,1,1,0,2,1,2,0,0,1,1,1,0,0,2,1,2,2,0,2,2,0,0,1,1,1,1,0,1,0,0,1,2,0,1,2,0,0,1,2,2,0,1,0,2,1
563289.0142,4938385.921,0,1,1,2,0,1,2,1,2,0,1,2,2,1,2,1,2,1,2,1,0,1,0,1,2,1,1,2,0,1,0,1,1,1,1,1,2,1,1,2,0,1,2,1,0,0,1,2,1,0,0,1,1,2,0,0,1,0,0,0,0,0,2,0,1,0,2,2,0,0,1,1,2,0,2,0,0,1,1,0,0,2,1,1,1,1,0,0,1,1,0,2,0,1,0,1,0,1,2,2,1
552877.8363,4910867.327,0,0,1,1,1,2,2,2,1,0,1,0,2,2,2,2,0,1,2,1,2,2,1,2,0,1,2,0,2,1,2,2,0,2,0,0,1,1,2,2,2,1,1,1,2,1,2,0,0,1,2,1,2,1,1,1,2,1,1,1,0,0,1,0,1,0,0,2,1,1,1,1,1,0,1,0,2,1,0,0,1,1,1,0,1,1,1,1,1,0,1,2,2,0,1,0,0,1,2,2,2
530157.223,4989534.2,5,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,2,2,2,0,1,0,1,1,2,1,2,0,0,0,0,0,1,2,2,1,0,0,1,1,1,1,1,1,1,0,0,0,2,1,1,2,0,1,0,2,2,1,1,1,2,0,1,1,1,2,2,2,0,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,0,0,1,1,2,0,0,1,0,1,1
551137.6404,4927131.284,0,1,0,1,1,2,2,1,1,2,2,1,2,1,1,0,0,0,1,2,1,1,0,2,1,2,1,0,0,2,1,0,0,2,0,0,2,1,0,2,0,1,1,1,1,1,0,0,2,0,1,0,2,0,0,0,1,1,1,0,1,1,2,0,1,1,1,2,0,1,1,1,1,0,1,1,1,1,1,0,1,2,1,0,1,1,1,1,0,0,0,2,1,0,1,0,1,1,2,1,1
499305.3636,4984432.733,5,2,2,2,1,2,2,1,2,2,2,2,1,0,1,2,1,2,2,2,1,0,0,2,0,1,0,1,2,0,2,1,0,0,0,1,2,0,2,2,0,1,1,1,0,1,2,0,1,0,1,0,2,0,1,1,0,2,0,1,0,1,1,1,1,2,0,0,0,1,0,2,0,0,1,2,1,2,1,2,2,0,1,1,2,1,0,2,1,2,0,2,1,1,0,0,1,0,1,2,2
545561.956,4940888.985,0,1,2,2,2,2,2,2,2,2,2,1,0,1,1,1,0,0,2,2,1,1,1,0,1,1,1,1,2,0,2,1,1,2,1,1,2,1,1,1,0,2,1,1,2,1,1,1,1,2,2,0,2,2,0,0,1,0,2,1,1,1,2,0,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,0,1,0,0,2,0,2,0,0,1,1,0,2,1,2,2
546632.1067,4907823.23,0,0,1,1,0,2,2,0,1,0,2,0,1,2,0,1,0,1,1,1,2,2,1,1,0,2,2,1,2,0,1,2,0,2,0,1,2,2,2,2,2,2,1,1,2,1,2,1,0,1,0,1,2,1,0,1,2,1,1,2,0,1,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,1,0,0,1,1,0,0,2,1,1,2,2,2,2,2,2,0,2,1,2,2,2,2,2
562431.2597,4919220.663,5,1,1,2,0,0,2,2,2,1,1,0,1,1,1,1,2,0,1,2,2,2,1,2,0,1,1,1,1,1,1,2,2,2,0,1,2,0,1,1,1,1,0,0,2,1,2,0,1,1,1,0,0,0,2,1,0,1,1,0,0,1,1,0,1,2,0,1,0,2,0,2,2,0,1,0,0,1,2,0,2,2,0,0,2,1,0,1,1,2,1,2,2,0,0,1,1,2,2,2,2
540616.0335,4937950.607,0,1,2,0,1,2,2,2,1,0,2,1,0,1,0,0,1,0,1,2,2,1,1,1,1,1,2,1,2,2,2,2,0,2,0,1,2,2,1,0,1,2,2,1,1,1,0,2,0,1,1,2,2,1,1,1,2,0,0,0,1,1,2,1,1,1,1,1,0,1,1,1,2,1,0,1,0,1,1,1,0,2,1,1,2,2,1,1,1,1,0,1,1,0,0,2,1,2,2,2,1
562019.4328,4951258.496,5,2,1,0,1,1,2,2,1,0,2,0,1,0,0,2,2,2,2,2,1,1,0,1,1,2,0,1,1,1,1,1,1,2,2,2,1,1,0,1,0,0,1,2,1,1,2,1,1,1,2,0,0,2,1,2,2,1,2,0,1,1,2,0,1,0,2,1,2,1,0,0,2,0,1,1,0,2,2,0,0,2,2,1,1,1,1,1,0,1,0,2,2,1,2,1,0,1,2,2,0
507537.8428,4922826.916,0,0,0,1,2,1,1,1,1,0,1,0,2,1,1,1,0,0,0,1,1,2,0,2,1,1,2,1,1,1,2,1,1,0,1,0,1,2,1,2,1,0,0,1,1,1,2,2,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,2,1,2,0,0,2,0,1,2,2,0,2,1,2,2,2,0,0,1,1,0,1,2,0,2,0,1,1,1,1,2,0,1,1,0,1,0,1
513198.616,4973736.254,5,2,1,2,1,1,1,2,2,0,1,1,1,1,0,2,1,1,2,1,2,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,2,1,1,2,0,2,2,1,1,2,1,1,1,0,1,2,2,2,1,2,1,2,1,2,0,1,2,0,1,1,2,2,0,0,0,1,1,2,0,1,0,1,0,1,0,2,1,0,1,1,2,0,1,2,1,1,1,1,1,0,0,0,2,1,2
479034.6551,4915642.651,5,0,2,1,1,0,2,2,0,2,0,1,0,0,2,0,1,0,1,1,1,1,2,2,1,2,2,1,1,0,1,1,1,2,2,2,2,0,2,1,2,0,2,1,2,0,2,0,1,0,2,1,0,0,1,1,2,0,1,1,2,2,1,0,0,0,0,1,1,0,1,0,2,0,1,2,1,0,1,1,0,2,0,1,0,0,0,1,1,1,2,0,1,1,1,2,1,1,0,2,1
551599.8296,4974217.959,5,2,2,0,1,1,1,1,2,2,2,1,1,1,0,1,1,1,2,2,2,2,2,1,0,0,2,0,2,0,0,2,0,2,2,1,1,1,1,0,1,2,1,2,2,1,2,1,1,2,1,1,2,2,0,1,2,0,1,1,2,1,2,1,2,0,0,1,0,2,2,2,2,1,2,2,0,2,1,1,0,1,2,1,2,2,1,1,0,1,0,2,1,2,1,1,1,1,2,1,1
512277.7028,4996434.883,5,2,1,1,0,1,1,2,1,1,1,1,0,1,1,2,0,1,2,2,1,1,2,1,0,0,1,0,1,0,0,1,0,1,1,1,2,1,0,2,1,1,2,1,1,1,1,1,1,0,1,0,0,2,1,2,0,1,0,1,1,2,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,2,2,1,0,2,0,0,0,2,1,0,0,1,1,1,2,2,1,0,0,0,1,2,1
540446.2053,4937486.53,0,1,2,1,1,2,1,2,1,0,2,1,0,1,0,0,1,0,1,1,2,1,0,1,1,0,2,1,1,2,2,1,1,1,1,1,2,2,2,0,1,2,2,0,2,1,0,2,0,1,1,2,2,2,1,1,1,0,0,1,0,1,2,1,0,1,1,1,0,1,1,2,2,1,0,1,0,1,0,2,1,2,1,1,2,1,1,1,1,0,0,1,1,0,0,1,1,1,2,2,1
544834.3251,4961048.754,5,1,2,1,2,1,2,1,1,2,1,1,0,1,0,1,0,1,1,2,2,2,1,1,1,1,1,0,1,1,1,1,1,0,2,2,0,1,1,2,1,0,1,2,2,1,2,0,0,1,2,1,2,2,2,0,0,1,1,0,2,2,1,0,1,0,1,2,2,1,1,0,1,1,1,0,0,2,2,1,0,2,2,2,2,2,1,1,0,1,0,2,1,2,1,0,0,2,1,1,2
551875.3205,4967365.894,0,1,1,1,0,0,1,2,0,2,0,1,1,1,1,1,1,0,2,2,1,0,2,1,0,2,1,0,2,1,1,1,0,2,1,2,1,1,0,2,0,0,1,1,1,2,2,0,1,0,0,0,2,2,1,0,1,2,2,0,0,1,1,1,2,2,0,1,0,1,0,2,1,0,2,1,0,1,1,2,0,1,2,0,2,2,1,0,2,0,0,2,0,0,1,1,1,2,2,1,2
523841.0521,4941007.613,0,0,0,1,1,2,0,1,2,0,1,1,1,1,2,2,1,1,2,0,0,1,1,2,1,1,2,1,1,2,0,1,0,1,1,2,1,1,0,1,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,2,1,2,1,0,1,1,0,2,0,2,2,0,2,2,1,1,2,2,2,0,0,2,1,1,1,1,1,1,2,1,0,0,1,2,0,0
485305.4462,4965497.888,0,1,2,0,1,2,1,0,1,2,0,1,1,2,1,2,0,1,2,2,0,2,0,0,1,1,2,1,1,1,0,1,0,2,1,2,1,2,0,0,0,2,0,2,1,1,2,0,1,1,1,0,2,2,0,2,1,2,1,2,1,1,1,1,0,2,2,1,1,1,0,1,1,1,1,1,2,2,1,1,0,0,2,1,2,0,1,1,0,2,0,2,0,0,1,0,1,1,1,2,2
549755.7394,4995243.182,5,2,2,1,1,0,2,2,2,2,2,1,0,2,0,1,1,0,1,2,1,2,1,1,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,1,2,1,2,2,2,0,1,0,1,1,1,0,1,1,0,1,1,1,1,2,1,2,0,0,1,1,2,1,0,1,1,1,1,1,2,1,0,1,0,2,1,2,2,1,1,0,1,1,1,2,0,1,1,0,0,2,1,2,2,0,2
523815.4239,4962359.366,5,1,1,0,0,1,2,2,1,1,1,1,2,1,0,1,1,1,2,1,2,1,0,1,0,0,1,1,1,0,0,2,1,1,2,0,2,0,2,0,1,1,1,2,1,0,1,1,2,0,0,1,1,1,1,0,0,1,1,1,0,1,2,1,0,1,0,2,1,1,1,1,1,2,0,2,1,1,1,0,1,1,1,0,2,2,2,1,1,2,1,2,1,1,1,1,0,1,2,2,1
517636.7444,4956612.37,5,2,2,1,0,1,1,2,1,2,2,0,1,1,1,1,0,1,2,1,2,1,1,2,0,2,2,1,0,0,2,2,1,2,2,1,2,0,1,0,0,0,1,1,0,0,2,2,1,0,0,0,2,1,0,1,1,2,2,1,0,1,1,1,2,0,2,0,1,0,1,1,1,0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,0,2,0,0,0,1,2,1,1,1,2,2,1
478187.3306,4919894.27,5,0,2,2,2,0,1,2,0,2,1,1,0,0,1,2,0,1,2,2,1,2,1,2,1,1,2,2,2,0,1,0,2,2,1,2,2,1,2,2,0,1,1,1,0,0,1,1,2,0,1,1,2,0,1,2,2,0,1,2,2,1,0,0,0,1,2,1,2,1,1,1,2,0,1,2,0,2,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,1,1,2,2,1,0
539318.2029,4945831.793,0,0,1,2,1,1,2,2,1,0,2,0,0,2,0,0,0,0,1,2,2,1,1,1,2,2,0,0,1,1,1,0,0,0,0,2,2,0,2,2,1,1,0,2,1,2,2,1,1,1,1,2,1,1,0,0,1,0,1,1,1,1,2,1,1,1,2,1,0,1,1,1,2,1,1,0,0,0,1,2,1,2,1,1,2,2,1,1,0,2,1,2,2,2,1,1,1,2,2,0,2
492206.0686,4940730.972,5,0,1,2,0,1,1,0,1,0,0,0,1,1,1,1,2,2,2,0,0,2,2,1,2,0,2,1,2,0,0,0,2,2,1,1,0,2,2,0,1,0,0,0,2,1,1,2,0,0,1,1,0,0,1,2,0,1,2,0,1,0,0,0,0,0,2,2,1,2,0,1,2,0,0,2,0,1,1,0,1,2,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,2,1,1
518432.7547,4943923.975,0,0,2,1,1,0,1,1,1,1,2,1,0,1,0,1,1,0,0,2,2,1,1,1,0,2,2,0,1,0,1,2,0,2,1,1,0,1,1,2,1,2,2,2,2,2,1,1,2,0,1,1,1,0,0,1,1,2,0,1,1,2,1,1,1,1,2,1,2,0,1,2,2,2,1,2,1,1,2,1,2,1,0,2,1,0,1,1,1,0,0,2,2,0,1,2,2,1,2,1,1
569493.2064,4934416.629,5,2,2,1,0,0,2,2,1,1,0,1,2,2,1,0,2,0,1,2,1,1,1,2,2,1,2,1,1,0,2,0,1,2,1,2,2,1,0,2,1,1,1,0,1,0,1,1,1,0,2,2,1,1,0,1,1,0,1,0,2,0,1,0,1,2,2,2,2,0,2,0,2,1,1,1,0,1,0,0,0,2,1,0,0,1,1,1,0,2,1,2,1,1,0,1,2,2,0,2,1
502030.0503,4996306.212,5,2,2,1,1,2,1,1,2,2,1,2,2,1,0,2,1,1,0,2,2,2,2,2,1,1,1,0,1,0,0,0,1,1,1,0,2,2,2,2,0,2,1,1,1,1,2,0,2,0,0,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,0,1,1,0,0,1,2,2,0,2,1,1,0,2,1,0,2,2,1,0,1,0,1,2,1,0,0,0,0,1,2,1,2
566331.9336,4973729.111,0,1,1,1,0,1,2,1,1,2,1,1,1,2,0,0,2,0,2,1,2,1,2,1,0,1,1,0,1,0,1,0,0,1,1,0,2,1,1,2,2,0,1,0,1,2,2,1,0,0,2,0,2,1,1,1,2,0,1,1,0,0,2,0,2,2,2,1,0,1,2,0,1,0,2,1,0,1,1,2,0,1,1,1,2,0,1,1,0,1,0,2,2,1,1,2,1,1,2,1,2
537816.3536,4989851.103,5,2,2,2,2,2,0,1,2,2,1,1,2,2,1,1,1,0,1,2,1,1,2,0,1,0,2,0,2,2,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,2,1,2,1,2,1,2,0,2,1,2,2,0,0,2,1,2,2,1,1,0,0,0,1,1,1,2,0,2,1,1,1,2,1,2,1,1,2,2,2,0,0,1,1,1,1
525634.339,4961154.736,5,0,2,1,1,2,1,1,1,2,2,1,0,2,2,1,0,2,0,2,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,2,2,2,2,2,2,1,1,0,2,0,2,1,2,1,1,1,2,1,2,1,1,2,0,2,0,1,1,1,0,1,0,2,1,1,1,1,1,1,0,2,1,0,0,2,1,2,2,1,2,0,1,0,1,2,1,1,1,2,2,0,0,1,2,2,2
514851.2682,4984217.876,5,2,2,0,1,1,1,1,2,2,0,2,1,2,0,2,1,0,2,1,1,2,2,1,0,0,1,0,1,1,1,2,2,1,0,0,2,2,1,2,0,1,2,2,1,1,2,0,0,0,1,0,2,2,0,2,1,1,0,2,1,1,2,1,1,1,0,0,1,0,1,2,1,1,0,0,0,1,2,0,0,2,1,0,0,1,2,1,2,1,1,2,0,0,2,0,1,0,1,2,0
501225.1665,4932892.51,0,0,1,1,0,0,0,0,2,0,1,0,1,0,1,1,1,2,2,0,2,1,2,0,2,2,1,2,2,0,0,0,0,2,0,2,2,0,2,2,2,2,2,2,1,2,2,2,0,0,1,1,1,2,1,2,1,2,1,0,0,2,1,1,0,0,2,2,1,0,1,2,2,2,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,2,0,2,0
496172.6254,4990125.466,5,1,1,0,0,1,2,0,1,2,1,2,1,1,0,2,1,0,1,1,2,0,1,2,0,2,0,1,2,0,2,1,0,1,0,0,1,0,1,1,0,2,1,2,0,0,1,1,2,1,1,0,1,1,0,2,2,1,0,2,1,1,0,1,1,1,0,1,1,1,0,1,1,2,1,1,0,2,1,2,1,2,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,2,2,1
508877.2549,4983657.434,5,2,1,1,1,1,1,2,2,1,2,1,0,2,0,2,0,1,2,1,0,1,1,2,1,1,1,1,1,1,0,1,0,1,1,0,1,2,1,1,1,1,1,2,1,0,2,1,1,0,0,0,2,1,0,1,1,2,0,1,2,1,0,1,0,2,2,1,0,1,1,0,1,1,1,2,1,1,2,2,0,2,1,2,0,1,1,1,2,0,1,2,2,0,2,0,2,0,2,2,2
508838.8443,4974631.596,5,1,1,1,0,1,2,2,2,2,0,1,1,1,1,2,0,1,2,2,0,0,2,1,0,0,1,2,1,1,1,1,2,1,0,0,1,0,1,0,0,1,0,1,0,1,2,0,1,0,0,2,2,1,1,2,2,1,0,1,0,1,1,2,2,2,1,0,2,0,0,1,1,2,0,1,0,2,1,2,0,1,1,1,0,1,1,1,0,0,1,1,1,0,2,1,1,1,1,2,1
533817.8876,4986949.329,5,2,1,1,0,0,2,1,1,2,1,2,1,1,1,1,2,1,0,2,0,1,2,1,0,0,2,0,1,2,0,2,0,2,0,1,1,2,1,0,2,1,2,2,0,1,2,1,1,1,0,2,2,1,2,1,1,1,1,2,0,0,1,1,1,0,0,1,2,2,1,1,2,0,0,1,0,1,1,1,2,2,2,2,1,1,1,0,1,0,1,1,1,1,1,0,0,1,2,2,2
522265.7962,4932699.979,0,0,2,1,0,0,2,1,2,0,2,0,1,0,2,1,0,0,0,1,1,1,1,2,0,1,1,1,1,0,1,1,2,2,2,2,2,1,1,0,2,1,1,2,2,1,1,1,2,0,2,1,1,0,1,1,2,2,1,1,0,1,2,2,0,0,0,0,0,1,1,2,1,1,1,2,0,1,2,1,1,2,0,0,1,2,2,0,1,0,0,2,2,1,1,0,2,1,1,1,2
